Time,Latitude_Longitude,Latitude,Longitude,Latitude_Longitude_Clean,timestamp,Cluster,full_address,street,suburb,city,state,postcode,country
2025-01-29 21:08:42+00:00,"37.979, 23.745",37.979,23.745,"37.979, 23.745",2025-01-29 21:08:42+00:00,-1,"Σπευσίππου, Athens, Attica, 106 76, Greece",Σπευσίππου,,Athens,Attica,106 76,Greece
